post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"089ce94d6eb98b64904185437f9166c8";s:8:"username";s:35:"7A1E2135B295F6C4C51E4BFCE0A8B2D7@qq";}, 2017-06-05 05:19:55
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"5e2dc4e92a39d69d86c2077dd6cfb7e8";s:8:"username";s:35:"880647B6C752839ED37D74E2B95D5524@qq";}, 2017-06-05 06:16:33
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"97e9cda319716dfdd6fea5f21e16f4b9";s:8:"username";s:35:"7B52E3F0C9EFC42BEBEAB70992271452@qq";}, 2017-06-05 08:35:09
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"1e521e529c477e4aa325cf1f82154db2";s:8:"username";s:35:"ojKm5wGGwxz4zm9G454A0MRUa5tA@weixin";}, 2017-06-05 08:41:43
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"7adca1087783b4034a55a0d05219bd7f";s:8:"username";s:35:"89D472B0FC02592BD1670E35CA56D778@qq";}, 2017-06-05 08:47:42
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"3527fc6eb1809e4afddd19e07922a413";s:8:"username";s:35:"ojKm5wITQXEmte8jxHbkGmevNfko@weixin";}, 2017-06-05 09:15:59
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"d08e933d1f5aef3915ac3337a4a4bd5c";s:8:"username";s:41:"70927739-8b66-3605-ba04-e5df0a181380@u591";}, 2017-06-05 09:36:56
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"903be546a3987547d595351708c5b81e";s:8:"username";s:35:"ojKm5wEIAvehDRQtcc3hiDlVNMlo@weixin";}, 2017-06-05 09:43:56
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"690aa6364b845d814a0fef63b7e0627a";s:8:"username";s:35:"0B3C0319DD9D0CE142BBAD6AF09CD64E@qq";}, 2017-06-05 11:32:35
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e3438f36e8b06af4f86dfa899c5b2832";s:8:"username";s:35:"DE00960C698E520119E90EF812744ACC@qq";}, 2017-06-05 12:30:12
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"b0c9cf77b8b6a81c09e372bcb69a83c1";s:8:"username";s:35:"2DF0B838ACD6216D65778D4EE7A48B3F@qq";}, 2017-06-05 13:07:56
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"b0c9cf77b8b6a81c09e372bcb69a83c1";s:8:"username";s:35:"2DF0B838ACD6216D65778D4EE7A48B3F@qq";}, 2017-06-05 13:08:45
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e3438f36e8b06af4f86dfa899c5b2832";s:8:"username";s:35:"DE00960C698E520119E90EF812744ACC@qq";}, 2017-06-05 13:12:35
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"97e9cda319716dfdd6fea5f21e16f4b9";s:8:"username";s:35:"7B52E3F0C9EFC42BEBEAB70992271452@qq";}, 2017-06-05 13:33:41
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"bc1d148fd7f9d64461fc4587b52c5b40";s:8:"username";s:35:"D5537C5A511716A47877613BCC3C70E7@qq";}, 2017-06-05 13:55:56
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"0a8cd0e356f321afe0da94c63ce30e66";s:8:"username";s:41:"9c1755bd-8216-3537-91a5-863bb9d7e9c0@u591";}, 2017-06-05 14:19:53
