post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"758d3da306de7108a5afbb30520e3fe9";s:8:"username";s:41:"199bddf0-ac4e-36aa-9210-052ab40c9d97@u591";}, 2017-06-06 07:06:26
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"75741a1c7a7c83d802e0cf4e2444a4b9";s:8:"username";s:35:"A4E241FC7C80B7E4B8E404280D7773A0@qq";}, 2017-06-06 07:36:21
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"516d3e244e41efafe08247ffb5f08fa5";s:8:"username";s:35:"0891DCC31ACF8F895FE07EF26FE87D35@qq";}, 2017-06-06 08:28:40
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"3034d08e6d6e1252a25b083b5489b189";s:8:"username";s:35:"ojKm5wGDHB1c6EmUb5HHBVJDwx_I@weixin";}, 2017-06-06 08:30:43
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e9e636ef4fbab4575ef5bb127bb99e90";s:8:"username";s:41:"71E18361-F0C8-4504-B890-9E55D210426D@u591";}, 2017-06-06 09:05:03
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e9e636ef4fbab4575ef5bb127bb99e90";s:8:"username";s:41:"71E18361-F0C8-4504-B890-9E55D210426D@u591";}, 2017-06-06 09:21:15
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"53f1fbc6d562dedd7244590cee61a729";s:8:"username";s:35:"31234E7A2E4E3EADDE7BE07DEA0DE1BB@qq";}, 2017-06-06 09:24:29
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"5e2dc4e92a39d69d86c2077dd6cfb7e8";s:8:"username";s:35:"880647B6C752839ED37D74E2B95D5524@qq";}, 2017-06-06 10:20:41
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"690aa6364b845d814a0fef63b7e0627a";s:8:"username";s:35:"0B3C0319DD9D0CE142BBAD6AF09CD64E@qq";}, 2017-06-06 10:39:56
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"3527fc6eb1809e4afddd19e07922a413";s:8:"username";s:35:"ojKm5wITQXEmte8jxHbkGmevNfko@weixin";}, 2017-06-06 12:25:38
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"4e7bef9e7160523df60da41cb2d3780c";s:8:"username";s:35:"9B84E2E2C7BCAE5B391DFBDE972AF7CC@qq";}, 2017-06-06 12:32:40
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"51ad661c0b50a9f89713c9572915059b";s:8:"username";s:35:"851DAFDB96F0EE6D08CC25A7218A49DD@qq";}, 2017-06-06 12:35:15
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"51ad661c0b50a9f89713c9572915059b";s:8:"username";s:35:"851DAFDB96F0EE6D08CC25A7218A49DD@qq";}, 2017-06-06 12:35:58
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"3b4aa96a104549cd7a274b72e7768384";s:8:"username";s:41:"fb9356c2-2852-36ad-97b0-77b48754fdd5@u591";}, 2017-06-06 12:46:41
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"3b4aa96a104549cd7a274b72e7768384";s:8:"username";s:41:"fb9356c2-2852-36ad-97b0-77b48754fdd5@u591";}, 2017-06-06 12:47:01
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"3b4aa96a104549cd7a274b72e7768384";s:8:"username";s:41:"fb9356c2-2852-36ad-97b0-77b48754fdd5@u591";}, 2017-06-06 12:47:49
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"3b4aa96a104549cd7a274b72e7768384";s:8:"username";s:41:"fb9356c2-2852-36ad-97b0-77b48754fdd5@u591";}, 2017-06-06 12:48:49
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"3b4aa96a104549cd7a274b72e7768384";s:8:"username";s:41:"fb9356c2-2852-36ad-97b0-77b48754fdd5@u591";}, 2017-06-06 12:49:13
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"ae40511ec69f9715edf0ecfc92936e98";s:8:"username";s:35:"A994060BE19F76B322AC95B6AA1AA2D9@qq";}, 2017-06-06 12:49:48
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"ae40511ec69f9715edf0ecfc92936e98";s:8:"username";s:35:"A994060BE19F76B322AC95B6AA1AA2D9@qq";}, 2017-06-06 12:49:50
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e5b3c1fd46a9f3f9d88cfd9cbcaea0be";s:8:"username";s:41:"2270f23e-d8c1-3c03-8479-17c4fb3a5fb5@u591";}, 2017-06-06 13:03:40
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"8931098968526e8f8feea5a0c7ae6629";s:8:"username";s:41:"e9dd2d96-9f00-3f83-b8ce-9671190369c9@u591";}, 2017-06-06 13:15:43
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"75741a1c7a7c83d802e0cf4e2444a4b9";s:8:"username";s:35:"A4E241FC7C80B7E4B8E404280D7773A0@qq";}, 2017-06-06 13:36:54
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"ff110878025a0749fd411fa79487e7a4";s:8:"username";s:41:"54a36e7a-ff3f-36ec-87f8-7d9a80ca0ef2@u591";}, 2017-06-06 14:07:44
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e9e636ef4fbab4575ef5bb127bb99e90";s:8:"username";s:41:"71E18361-F0C8-4504-B890-9E55D210426D@u591";}, 2017-06-06 14:11:21
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e9e636ef4fbab4575ef5bb127bb99e90";s:8:"username";s:41:"71E18361-F0C8-4504-B890-9E55D210426D@u591";}, 2017-06-06 14:38:04
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e9e636ef4fbab4575ef5bb127bb99e90";s:8:"username";s:41:"71E18361-F0C8-4504-B890-9E55D210426D@u591";}, 2017-06-06 15:24:04
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-06-06 16:09:55
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-06-06 16:13:33
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"db9e56d5ed2d15e75736101cbd8436a6";s:8:"username";s:41:"896f29c0-973f-384e-a7f9-31e39780dd11@u591";}, 2017-06-06 16:19:51
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-06-06 16:20:03
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"db9e56d5ed2d15e75736101cbd8436a6";s:8:"username";s:41:"896f29c0-973f-384e-a7f9-31e39780dd11@u591";}, 2017-06-06 16:20:09
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-06-06 17:06:33
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"089ce94d6eb98b64904185437f9166c8";s:8:"username";s:35:"7A1E2135B295F6C4C51E4BFCE0A8B2D7@qq";}, 2017-06-06 17:18:21
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-06-06 17:24:05
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e9e636ef4fbab4575ef5bb127bb99e90";s:8:"username";s:41:"71E18361-F0C8-4504-B890-9E55D210426D@u591";}, 2017-06-06 18:05:45
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"2a099578862373d89e598a827ad5e4e5";s:8:"username";s:35:"ojKm5wEO9k-qKqFElFf7_b9-9Bpg@weixin";}, 2017-06-06 18:14:41
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-06-06 18:14:50
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"2a099578862373d89e598a827ad5e4e5";s:8:"username";s:35:"ojKm5wEO9k-qKqFElFf7_b9-9Bpg@weixin";}, 2017-06-06 18:15:11
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-06-06 18:21:18
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"30fa91f8d74c6cede32d51bc0e56fb84";s:8:"username";s:35:"260A094CA8F743A25728B4C56C95082C@qq";}, 2017-06-06 18:22:34
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-06-06 18:30:27
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e554435ee362e30a7ca2b472c430d5a5";s:8:"username";s:19:"20170423152022@u591";}, 2017-06-06 18:35:35
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"f3f464352f8ace22a75f2131516869bb";s:8:"username";s:35:"A7A3A82A3B2F09F91C6D1EBE85AE4AFA@qq";}, 2017-06-06 18:40:03
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"6fc1b570263433e0743966fa437e921a";s:8:"username";s:35:"0D48A716DCA77349BB7029FC6B449F10@qq";}, 2017-06-06 20:53:03
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"6fc1b570263433e0743966fa437e921a";s:8:"username";s:35:"0D48A716DCA77349BB7029FC6B449F10@qq";}, 2017-06-06 20:55:24
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"9cef0cd8bd99b5657e429c90371d15af";s:8:"username";s:35:"EA799DBD4B430FD78C6DED78A05E886D@qq";}, 2017-06-06 20:57:10
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"51eb4735b2dd759f0c87f71e30af0cb6";s:8:"username";s:41:"8c59a607-dee9-3a2a-8438-8c71c9126d4e@u591";}, 2017-06-06 21:03:39
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"51eb4735b2dd759f0c87f71e30af0cb6";s:8:"username";s:41:"8c59a607-dee9-3a2a-8438-8c71c9126d4e@u591";}, 2017-06-06 21:04:04
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"51eb4735b2dd759f0c87f71e30af0cb6";s:8:"username";s:41:"8c59a607-dee9-3a2a-8438-8c71c9126d4e@u591";}, 2017-06-06 21:04:19
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"51eb4735b2dd759f0c87f71e30af0cb6";s:8:"username";s:41:"8c59a607-dee9-3a2a-8438-8c71c9126d4e@u591";}, 2017-06-06 21:04:46
