post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"fade7d9483f6b4a695379b803e78c6ee";s:8:"username";s:41:"1b685153-e7a7-37b0-b113-5e618e59f651@u591";}, 2017-05-30 00:02:22
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e1ada869fdb534e59bc411ffb5cdebc6";s:8:"username";s:35:"ojKm5wMJmaf1zciiQem8rQlO4SBM@weixin";}, 2017-05-30 00:02:29
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"b8ca6baa73de3cdecb29705b1896ae65";s:8:"username";s:41:"d8cd242c-d571-3f55-9626-fa831574e3ad@u591";}, 2017-05-30 00:05:24
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e694235c07f0e2ba4c9fa5c2df01c2c1";s:8:"username";s:41:"115d86d6-0fe9-3e63-a3de-0344dd3935bd@u591";}, 2017-05-30 00:07:06
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"bc3123715793b2b2c954fd28c0fb2dfe";s:8:"username";s:35:"E5228BB0752AA816D0D90A3065614E83@qq";}, 2017-05-30 00:07:22
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"bc3123715793b2b2c954fd28c0fb2dfe";s:8:"username";s:35:"E5228BB0752AA816D0D90A3065614E83@qq";}, 2017-05-30 00:07:25
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"a97edceea7a83ef484d541520efe3649";s:8:"username";s:35:"DE592D4B2F721D63E7207E4C43228703@qq";}, 2017-05-30 00:07:50
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"82105d768cf9ea087c8d733f6494bad8";s:8:"username";s:35:"ojKm5wEJD8pJ7CIl2PEUg4qTHLOI@weixin";}, 2017-05-30 00:09:21
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e42f8f2d6f7ee5f46597663da467016d";s:8:"username";s:41:"e188d121-9f1c-3eb3-a005-fb5fe70b8da1@u591";}, 2017-05-30 00:10:23
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"fc28195fadeeb32c16adc33adbebe85f";s:8:"username";s:35:"FE94AC244F10C25EDFDBF43F7AEAEEF8@qq";}, 2017-05-30 00:11:24
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"b8313c6a4bc57f008ea7f7cc16249949";s:8:"username";s:35:"E79BB2E128D9BFEF0DD3AE4E519EDDE0@qq";}, 2017-05-30 00:14:49
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"21e8523dc656dccacab18fdad61df61b";s:8:"username";s:41:"1085a601-1846-3353-ab91-5aab670369c4@u591";}, 2017-05-30 00:15:24
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"514ba9eecede3f92758d409149ef5346";s:8:"username";s:35:"ojKm5wFYZiCFPGumCApKB2U9ryiE@weixin";}, 2017-05-30 00:15:37
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e1ada869fdb534e59bc411ffb5cdebc6";s:8:"username";s:35:"ojKm5wMJmaf1zciiQem8rQlO4SBM@weixin";}, 2017-05-30 00:16:11
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e694235c07f0e2ba4c9fa5c2df01c2c1";s:8:"username";s:41:"115d86d6-0fe9-3e63-a3de-0344dd3935bd@u591";}, 2017-05-30 00:17:01
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"b617db15a6bb4862447aae1bf46fdd7e";s:8:"username";s:41:"6eaca69b-bf97-3104-8c41-c10f6eee1011@u591";}, 2017-05-30 00:18:26
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"a97edceea7a83ef484d541520efe3649";s:8:"username";s:35:"DE592D4B2F721D63E7207E4C43228703@qq";}, 2017-05-30 00:20:48
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"099e867ac8daad5b3ee5fae7c23edfae";s:8:"username";s:35:"A6FB2CC15D8B496DC43ECB56F2C924C2@qq";}, 2017-05-30 00:23:16
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"ac9c284c6653b0509eac8aaae5e55432";s:8:"username";s:41:"d23a6d36-64a9-3c2e-9a6c-c01bc5ca3b67@u591";}, 2017-05-30 00:23:25
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e42f8f2d6f7ee5f46597663da467016d";s:8:"username";s:41:"e188d121-9f1c-3eb3-a005-fb5fe70b8da1@u591";}, 2017-05-30 00:26:34
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"c0c17ba40d60985ca44adb7ce45d0bd0";s:8:"username";s:35:"43DD3BAEDEFE5CE34A477CE38343CF28@qq";}, 2017-05-30 00:34:45
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"75741a1c7a7c83d802e0cf4e2444a4b9";s:8:"username";s:35:"A4E241FC7C80B7E4B8E404280D7773A0@qq";}, 2017-05-30 00:36:38
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"13665f7de1c4346188752a7b8007c053";s:8:"username";s:35:"7EB1076E91E2AC8A973A57EAA43FCDC2@qq";}, 2017-05-30 00:36:40
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"cba922dab09507f460cf0782dd5cdd03";s:8:"username";s:35:"A7781115F76D676C6F3CEEA44D6A87B5@qq";}, 2017-05-30 00:39:03
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"75741a1c7a7c83d802e0cf4e2444a4b9";s:8:"username";s:35:"A4E241FC7C80B7E4B8E404280D7773A0@qq";}, 2017-05-30 00:39:05
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"75741a1c7a7c83d802e0cf4e2444a4b9";s:8:"username";s:35:"A4E241FC7C80B7E4B8E404280D7773A0@qq";}, 2017-05-30 00:39:20
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"75741a1c7a7c83d802e0cf4e2444a4b9";s:8:"username";s:35:"A4E241FC7C80B7E4B8E404280D7773A0@qq";}, 2017-05-30 00:39:26
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"04621888a303dc223c0fc0dc1178d7bd";s:8:"username";s:35:"CA40D852ABD1B6D245A482E7EF83A98D@qq";}, 2017-05-30 00:44:00
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"041d295f24c646d7ca4f16db54d7714e";s:8:"username";s:35:"1594582698F88CD5F7E952D23FC57547@qq";}, 2017-05-30 00:44:24
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"49c6dd8d882318b616f478d042c71f2c";s:8:"username";s:35:"ojKm5wNP8dojlop7GCtbxYo4K1_I@weixin";}, 2017-05-30 00:50:04
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"d3bd5d3c5ad6ee869ed3d586556a0548";s:8:"username";s:35:"ojKm5wHcHMP2uv0sdX07jTdfDdNg@weixin";}, 2017-05-30 00:50:53
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"3034d08e6d6e1252a25b083b5489b189";s:8:"username";s:35:"ojKm5wGDHB1c6EmUb5HHBVJDwx_I@weixin";}, 2017-05-30 00:50:59
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"a97edceea7a83ef484d541520efe3649";s:8:"username";s:35:"DE592D4B2F721D63E7207E4C43228703@qq";}, 2017-05-30 00:57:34
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"94f34ce73152da65a32012978a5115eb";s:8:"username";s:41:"6e6c3c2a-40dc-314f-8f10-645cbbbcaafc@u591";}, 2017-05-30 00:58:24
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"d6184b30ce8848d0348a39a01ea08b09";s:8:"username";s:35:"3F3DB4697F655649030649DFE1CDD3E8@qq";}, 2017-05-30 00:59:46
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"01cf4f3fee5993379d567d3c9c0a7b77";s:8:"username";s:41:"803e0ca3-f537-3bbc-8c72-bfdfa3adf562@u591";}, 2017-05-30 01:00:17
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"13665f7de1c4346188752a7b8007c053";s:8:"username";s:35:"7EB1076E91E2AC8A973A57EAA43FCDC2@qq";}, 2017-05-30 01:01:26
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"04621888a303dc223c0fc0dc1178d7bd";s:8:"username";s:35:"CA40D852ABD1B6D245A482E7EF83A98D@qq";}, 2017-05-30 01:03:47
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"04621888a303dc223c0fc0dc1178d7bd";s:8:"username";s:35:"CA40D852ABD1B6D245A482E7EF83A98D@qq";}, 2017-05-30 01:04:28
