 post=a:0:{}, get=a:3:{s:6:"openid";s:32:"610BF385BDBB927D5D9E241DE71DE2AF";s:4:"sign";s:32:"7658bd98c795fc6314f4e6563b2afbb4";s:7:"game_id";s:1:"9";}, 2017-05-29 00:00:27
 post=a:0:{}, get=a:3:{s:6:"openid";s:32:"409D77364788B399126A89D1CA6CF3D3";s:4:"sign";s:32:"6889a65f1cc49cfd3feecbbd0085224c";s:7:"game_id";s:1:"9";}, 2017-05-29 00:03:22
 post=a:0:{}, get=a:3:{s:6:"openid";s:32:"28E465EEFED647F5D9E4A976EC2B8293";s:4:"sign";s:32:"a38c5be1e1d7c478b3a74b5fe01149f6";s:7:"game_id";s:1:"9";}, 2017-05-29 00:03:34
 post=a:0:{}, get=a:3:{s:6:"openid";s:32:"210D9A38461262409DE13889D56274BB";s:4:"sign";s:32:"c49c88df5a6c9d9aa3857aeadba020cb";s:7:"game_id";s:1:"9";}, 2017-05-29 00:11:25
 post=a:0:{}, get=a:3:{s:6:"openid";s:32:"E68A536E297538491E944500C02DD126";s:4:"sign";s:32:"7107a4e1bb0f23c8780ba1b9e30616ca";s:7:"game_id";s:1:"9";}, 2017-05-29 00:17:34
 post=a:0:{}, get=a:3:{s:6:"openid";s:32:"E68A536E297538491E944500C02DD126";s:4:"sign";s:32:"7107a4e1bb0f23c8780ba1b9e30616ca";s:7:"game_id";s:1:"9";}, 2017-05-29 00:18:11
 post=a:0:{}, get=a:3:{s:6:"openid";s:32:"A6FB2CC15D8B496DC43ECB56F2C924C2";s:4:"sign";s:32:"bdf388d7a63e3e39b8d8ccfebb1eceeb";s:7:"game_id";s:1:"9";}, 2017-05-29 00:21:08
 post=a:0:{}, get=a:3:{s:6:"openid";s:32:"E68A536E297538491E944500C02DD126";s:4:"sign";s:32:"7107a4e1bb0f23c8780ba1b9e30616ca";s:7:"game_id";s:1:"9";}, 2017-05-29 00:21:30
 post=a:0:{}, get=a:3:{s:6:"openid";s:32:"E68A536E297538491E944500C02DD126";s:4:"sign";s:32:"7107a4e1bb0f23c8780ba1b9e30616ca";s:7:"game_id";s:1:"9";}, 2017-05-29 00:21:32
 post=a:0:{}, get=a:3:{s:6:"openid";s:32:"A6FB2CC15D8B496DC43ECB56F2C924C2";s:4:"sign";s:32:"bdf388d7a63e3e39b8d8ccfebb1eceeb";s:7:"game_id";s:1:"9";}, 2017-05-29 00:24:15
 post=a:0:{}, get=a:3:{s:6:"openid";s:32:"A6FB2CC15D8B496DC43ECB56F2C924C2";s:4:"sign";s:32:"bdf388d7a63e3e39b8d8ccfebb1eceeb";s:7:"game_id";s:1:"9";}, 2017-05-29 00:25:04
 post=a:0:{}, get=a:3:{s:6:"openid";s:32:"9A4226554464A693B1C176379721F569";s:4:"sign";s:32:"1c35de672edb4142780fe9321a977c21";s:7:"game_id";s:1:"9";}, 2017-05-29 00:34:30
 post=a:0:{}, get=a:3:{s:6:"openid";s:32:"E68A536E297538491E944500C02DD126";s:4:"sign";s:32:"7107a4e1bb0f23c8780ba1b9e30616ca";s:7:"game_id";s:1:"9";}, 2017-05-29 00:36:20
