post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"c4e76028a8455b5c29006b545c4ce00f";s:8:"username";s:35:"610BF385BDBB927D5D9E241DE71DE2AF@qq";}, 2017-05-29 00:00:27
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"d672dda980fb426e995d002716b4e879";s:8:"username";s:35:"409D77364788B399126A89D1CA6CF3D3@qq";}, 2017-05-29 00:03:23
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"d1fb704eccc8fb6482c5db2f13756f7e";s:8:"username";s:35:"28E465EEFED647F5D9E4A976EC2B8293@qq";}, 2017-05-29 00:03:35
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"ef0d91ebadc7cb877549efdac5f658ac";s:8:"username";s:41:"f6d8d98d-b64f-3677-aaf4-99a9995b4ee9@u591";}, 2017-05-29 00:05:23
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"ee03824d0a2ad03ab265f017e258c87f";s:8:"username";s:35:"ojKm5wGTo95HtRBszAh-DOFarMz4@weixin";}, 2017-05-29 00:06:31
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"221c1888346c894876a6feb7652e37f6";s:8:"username";s:35:"210D9A38461262409DE13889D56274BB@qq";}, 2017-05-29 00:11:26
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"ee03824d0a2ad03ab265f017e258c87f";s:8:"username";s:35:"ojKm5wGTo95HtRBszAh-DOFarMz4@weixin";}, 2017-05-29 00:13:15
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"b32db54f9c6760afece85e5b68109c0e";s:8:"username";s:35:"ojKm5wPmfZdjU2OKXZWVibFhRn6U@weixin";}, 2017-05-29 00:13:24
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"2a59e28b3a25b8a6b1918171e52afdc9";s:8:"username";s:35:"E68A536E297538491E944500C02DD126@qq";}, 2017-05-29 00:17:34
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"2a59e28b3a25b8a6b1918171e52afdc9";s:8:"username";s:35:"E68A536E297538491E944500C02DD126@qq";}, 2017-05-29 00:18:12
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"258b05bfa5a1158aaffa557bae4fa158";s:8:"username";s:41:"ff103127-87d3-3795-b6e1-00e90f29069f@u591";}, 2017-05-29 00:19:50
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"04621888a303dc223c0fc0dc1178d7bd";s:8:"username";s:35:"CA40D852ABD1B6D245A482E7EF83A98D@qq";}, 2017-05-29 00:20:21
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"099e867ac8daad5b3ee5fae7c23edfae";s:8:"username";s:35:"A6FB2CC15D8B496DC43ECB56F2C924C2@qq";}, 2017-05-29 00:21:08
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"2a59e28b3a25b8a6b1918171e52afdc9";s:8:"username";s:35:"E68A536E297538491E944500C02DD126@qq";}, 2017-05-29 00:21:30
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"2a59e28b3a25b8a6b1918171e52afdc9";s:8:"username";s:35:"E68A536E297538491E944500C02DD126@qq";}, 2017-05-29 00:21:33
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"ca7a8cd1b5d5517dc0261a64b1e58fba";s:8:"username";s:41:"1eae5d0d-d560-3189-bdd4-9907080b9240@u591";}, 2017-05-29 00:21:49
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"258b05bfa5a1158aaffa557bae4fa158";s:8:"username";s:41:"ff103127-87d3-3795-b6e1-00e90f29069f@u591";}, 2017-05-29 00:24:09
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"099e867ac8daad5b3ee5fae7c23edfae";s:8:"username";s:35:"A6FB2CC15D8B496DC43ECB56F2C924C2@qq";}, 2017-05-29 00:24:15
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"099e867ac8daad5b3ee5fae7c23edfae";s:8:"username";s:35:"A6FB2CC15D8B496DC43ECB56F2C924C2@qq";}, 2017-05-29 00:25:05
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"ca7a8cd1b5d5517dc0261a64b1e58fba";s:8:"username";s:41:"1eae5d0d-d560-3189-bdd4-9907080b9240@u591";}, 2017-05-29 00:30:31
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"ca7a8cd1b5d5517dc0261a64b1e58fba";s:8:"username";s:41:"1eae5d0d-d560-3189-bdd4-9907080b9240@u591";}, 2017-05-29 00:30:34
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"7435b4ae760b1cc886b0d438ff864c1b";s:8:"username";s:41:"e2dab3d7-c91c-32f6-a309-172c9e591e7f@u591";}, 2017-05-29 00:33:14
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"7435b4ae760b1cc886b0d438ff864c1b";s:8:"username";s:41:"e2dab3d7-c91c-32f6-a309-172c9e591e7f@u591";}, 2017-05-29 00:33:51
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"aabf0b5702955e125102b1949b12f2ed";s:8:"username";s:35:"9A4226554464A693B1C176379721F569@qq";}, 2017-05-29 00:34:30
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"2a59e28b3a25b8a6b1918171e52afdc9";s:8:"username";s:35:"E68A536E297538491E944500C02DD126@qq";}, 2017-05-29 00:36:20
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"97ffeb1290ce7fd5cbc895d43f67ab8a";s:8:"username";s:35:"30A65F49B3BE9B0774CEB3669AF016C3@qq";}, 2017-05-29 00:38:23
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"5bad982b5b37fca5a61bb2c2ee36785c";s:8:"username";s:35:"8C7E952C41D7AD8F999C95E6D33BA4BB@qq";}, 2017-05-29 00:39:14
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"d6184b30ce8848d0348a39a01ea08b09";s:8:"username";s:35:"3F3DB4697F655649030649DFE1CDD3E8@qq";}, 2017-05-29 00:39:27
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"04621888a303dc223c0fc0dc1178d7bd";s:8:"username";s:35:"CA40D852ABD1B6D245A482E7EF83A98D@qq";}, 2017-05-29 00:41:12
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"50c4100f5b28fef626583953ee23050f";s:8:"username";s:35:"2FA949B75981CAF74343DADA17AD67F1@qq";}, 2017-05-29 00:44:02
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"51ad661c0b50a9f89713c9572915059b";s:8:"username";s:35:"851DAFDB96F0EE6D08CC25A7218A49DD@qq";}, 2017-05-29 00:44:54
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"51ad661c0b50a9f89713c9572915059b";s:8:"username";s:35:"851DAFDB96F0EE6D08CC25A7218A49DD@qq";}, 2017-05-29 00:48:57
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"81e23d63b8f4e2aa34896c80a565f9cb";s:8:"username";s:41:"33360de9-3c91-387d-a6ce-9d59097ae69a@u591";}, 2017-05-29 00:49:16
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"2a59e28b3a25b8a6b1918171e52afdc9";s:8:"username";s:35:"E68A536E297538491E944500C02DD126@qq";}, 2017-05-29 00:50:28
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"21e8523dc656dccacab18fdad61df61b";s:8:"username";s:41:"1085a601-1846-3353-ab91-5aab670369c4@u591";}, 2017-05-29 00:50:29
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"b453c9d60869b558b439db2461e937a2";s:8:"username";s:41:"67997f24-9113-3c37-a9c5-3d60d0f10997@u591";}, 2017-05-29 00:53:22
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"dddd21fb1da574a3a8562cd8f0b53525";s:8:"username";s:35:"18E0EF74D430C2645FA575137D16E49F@qq";}, 2017-05-29 00:54:47
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"26e20135c9758d0c24c9d63b1abb06c9";s:8:"username";s:41:"b765efc3-ea55-33ce-ac1f-4eb605482535@u591";}, 2017-05-29 00:55:14
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"8dc40c3dc10a2f3d9858801836ccb0c5";s:8:"username";s:35:"24910C00CEE3E085C16FC2D4E8819504@qq";}, 2017-05-29 00:55:26
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"b453c9d60869b558b439db2461e937a2";s:8:"username";s:41:"67997f24-9113-3c37-a9c5-3d60d0f10997@u591";}, 2017-05-29 00:57:14
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"97ffeb1290ce7fd5cbc895d43f67ab8a";s:8:"username";s:35:"30A65F49B3BE9B0774CEB3669AF016C3@qq";}, 2017-05-29 00:57:25
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"ee03824d0a2ad03ab265f017e258c87f";s:8:"username";s:35:"ojKm5wGTo95HtRBszAh-DOFarMz4@weixin";}, 2017-05-29 00:58:22
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"49e4f2f061a50023e9709befaed62b20";s:8:"username";s:35:"37F99FFDC280C65D26AE6D87CF5D5725@qq";}, 2017-05-29 01:02:31
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"b453c9d60869b558b439db2461e937a2";s:8:"username";s:41:"67997f24-9113-3c37-a9c5-3d60d0f10997@u591";}, 2017-05-29 01:04:13
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"221c1888346c894876a6feb7652e37f6";s:8:"username";s:35:"210D9A38461262409DE13889D56274BB@qq";}, 2017-05-29 01:05:16
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"b453c9d60869b558b439db2461e937a2";s:8:"username";s:41:"67997f24-9113-3c37-a9c5-3d60d0f10997@u591";}, 2017-05-29 01:06:06
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"052a29882ca1a5f7b817f9794d46e19b";s:8:"username";s:35:"F562B0C12009216E939E8A62B0BE7BEA@qq";}, 2017-05-29 01:10:04
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"5b479fff6154903152919b8a6879eeb6";s:8:"username";s:35:"0218B4AAB90E4A9FB694D33E9C8EB66F@qq";}, 2017-05-29 01:14:46
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"f404d458ee3069051cbbb2089dfd18c6";s:8:"username";s:41:"8162c9be-0a73-36d1-8909-5b3f620e4f50@u591";}, 2017-05-29 01:14:58
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"5b479fff6154903152919b8a6879eeb6";s:8:"username";s:35:"0218B4AAB90E4A9FB694D33E9C8EB66F@qq";}, 2017-05-29 01:18:34
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"5b479fff6154903152919b8a6879eeb6";s:8:"username";s:35:"0218B4AAB90E4A9FB694D33E9C8EB66F@qq";}, 2017-05-29 01:19:46
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"5b479fff6154903152919b8a6879eeb6";s:8:"username";s:35:"0218B4AAB90E4A9FB694D33E9C8EB66F@qq";}, 2017-05-29 01:20:23
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"26e20135c9758d0c24c9d63b1abb06c9";s:8:"username";s:41:"b765efc3-ea55-33ce-ac1f-4eb605482535@u591";}, 2017-05-29 01:21:00
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"42b7f58eb7a9d0c3fcec3c48e6e9417a";s:8:"username";s:35:"ojKm5wBOIILPM5ic5_d32p0VlqS4@weixin";}, 2017-05-29 01:21:23
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"b453c9d60869b558b439db2461e937a2";s:8:"username";s:41:"67997f24-9113-3c37-a9c5-3d60d0f10997@u591";}, 2017-05-29 01:21:32
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"2f40fb2780d37732044cc1f881b55147";s:8:"username";s:35:"DA740581D6322313A0AA53BB31088F5B@qq";}, 2017-05-29 01:23:52
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"ef0d91ebadc7cb877549efdac5f658ac";s:8:"username";s:41:"f6d8d98d-b64f-3677-aaf4-99a9995b4ee9@u591";}, 2017-05-29 01:29:10
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"04621888a303dc223c0fc0dc1178d7bd";s:8:"username";s:35:"CA40D852ABD1B6D245A482E7EF83A98D@qq";}, 2017-05-29 01:39:51
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"eceda3c2f3e7c20017bba63ffe724f33";s:8:"username";s:41:"a79e8131-ad36-382c-a3e5-fd0c93683fb6@u591";}, 2017-05-29 02:01:06
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"eceda3c2f3e7c20017bba63ffe724f33";s:8:"username";s:41:"a79e8131-ad36-382c-a3e5-fd0c93683fb6@u591";}, 2017-05-29 02:03:23
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"eceda3c2f3e7c20017bba63ffe724f33";s:8:"username";s:41:"a79e8131-ad36-382c-a3e5-fd0c93683fb6@u591";}, 2017-05-29 02:03:26
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"ee03824d0a2ad03ab265f017e258c87f";s:8:"username";s:35:"ojKm5wGTo95HtRBszAh-DOFarMz4@weixin";}, 2017-05-29 02:08:08
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"2cfcac1f51620faab991994303585ef2";s:8:"username";s:41:"69c21c5a-0654-3d68-b8d5-ec37c0c35794@u591";}, 2017-05-29 02:10:35
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"b35ac257aea641cbf2a9fcc84a1d13ac";s:8:"username";s:35:"ojKm5wCI94FaJ08mgEzljgCiPXSE@weixin";}, 2017-05-29 02:11:07
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"4155b867bcb71bf8943d2aa5dfcc73a9";s:8:"username";s:35:"D3662EF2736BFC1D85200A225EAE224C@qq";}, 2017-05-29 02:12:24
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"eceda3c2f3e7c20017bba63ffe724f33";s:8:"username";s:41:"a79e8131-ad36-382c-a3e5-fd0c93683fb6@u591";}, 2017-05-29 02:13:15
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"c48b86ae8506023de8fe40c1ddd83c80";s:8:"username";s:35:"13D78965AB4FD79266856E6E5F698670@qq";}, 2017-05-29 02:14:51
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"4155b867bcb71bf8943d2aa5dfcc73a9";s:8:"username";s:35:"D3662EF2736BFC1D85200A225EAE224C@qq";}, 2017-05-29 02:17:12
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"c48b86ae8506023de8fe40c1ddd83c80";s:8:"username";s:35:"13D78965AB4FD79266856E6E5F698670@qq";}, 2017-05-29 02:18:33
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"c48b86ae8506023de8fe40c1ddd83c80";s:8:"username";s:35:"13D78965AB4FD79266856E6E5F698670@qq";}, 2017-05-29 02:19:05
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"c48b86ae8506023de8fe40c1ddd83c80";s:8:"username";s:35:"13D78965AB4FD79266856E6E5F698670@qq";}, 2017-05-29 02:19:40
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"04621888a303dc223c0fc0dc1178d7bd";s:8:"username";s:35:"CA40D852ABD1B6D245A482E7EF83A98D@qq";}, 2017-05-29 02:20:07
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"04621888a303dc223c0fc0dc1178d7bd";s:8:"username";s:35:"CA40D852ABD1B6D245A482E7EF83A98D@qq";}, 2017-05-29 02:20:12
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"c48b86ae8506023de8fe40c1ddd83c80";s:8:"username";s:35:"13D78965AB4FD79266856E6E5F698670@qq";}, 2017-05-29 02:20:43
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"4155b867bcb71bf8943d2aa5dfcc73a9";s:8:"username";s:35:"D3662EF2736BFC1D85200A225EAE224C@qq";}, 2017-05-29 02:23:32
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"f404d458ee3069051cbbb2089dfd18c6";s:8:"username";s:41:"8162c9be-0a73-36d1-8909-5b3f620e4f50@u591";}, 2017-05-29 02:38:48
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"c48b86ae8506023de8fe40c1ddd83c80";s:8:"username";s:35:"13D78965AB4FD79266856E6E5F698670@qq";}, 2017-05-29 02:40:19
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"c48b86ae8506023de8fe40c1ddd83c80";s:8:"username";s:35:"13D78965AB4FD79266856E6E5F698670@qq";}, 2017-05-29 02:40:30
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"bcdd305587d1cad11534ed856ded994e";s:8:"username";s:35:"B0E0F948EC820273CE83A1656D0ACD26@qq";}, 2017-05-29 02:47:37
