 post=a:0:{}, get=a:3:{s:6:"openid";s:28:"ojKm5wBaFtzwTnZr8MmRXUTdZaK8";s:4:"sign";s:32:"1a7030082ff206b4aee4c8351f713216";s:7:"game_id";s:1:"9";}, 2017-05-21 00:05:38
 post=a:0:{}, get=a:3:{s:6:"openid";s:28:"ojKm5wA-rfmxlmTbd4nqfKYrDNBA";s:4:"sign";s:32:"310311aca5788ab84a4fff69a7e39b0f";s:7:"game_id";s:1:"9";}, 2017-05-21 00:10:50
 post=a:0:{}, get=a:3:{s:6:"openid";s:28:"ojKm5wGJ565I37gUdATBU9FHFB-E";s:4:"sign";s:32:"8d71d01cd82acf5a4d8ec21fdd4e03f6";s:7:"game_id";s:1:"9";}, 2017-05-21 00:12:24
 post=a:0:{}, get=a:3:{s:6:"openid";s:28:"ojKm5wLzBoCBcsFnf8IR8q2A-lG0";s:4:"sign";s:32:"0c6c424f79c6910964c2341a62d1d7f0";s:7:"game_id";s:1:"9";}, 2017-05-21 00:17:58
 post=a:0:{}, get=a:3:{s:6:"openid";s:28:"ojKm5wEJD8pJ7CIl2PEUg4qTHLOI";s:4:"sign";s:32:"20b7b99566ee18c194a9561b6206bcb7";s:7:"game_id";s:1:"9";}, 2017-05-21 00:49:15
 post=a:0:{}, get=a:3:{s:6:"openid";s:28:"ojKm5wCYUUOA7cv2uCNLd-uKUE5w";s:4:"sign";s:32:"cf1b2925d77cea8e8eb6852e082464d6";s:7:"game_id";s:1:"9";}, 2017-05-21 00:54:19
 post=a:0:{}, get=a:3:{s:6:"openid";s:28:"ojKm5wDKJ3Y_UFp82AA5fXLtiZUU";s:4:"sign";s:32:"8dab549f6d651b067e0515be80e9bdf5";s:7:"game_id";s:1:"9";}, 2017-05-21 01:10:41
 post=a:0:{}, get=a:3:{s:6:"openid";s:28:"ojKm5wFNNDeDMLXBD3-fJcHHTvfY";s:4:"sign";s:32:"e6905996fd31f7d0c07100a3fcb485e1";s:7:"game_id";s:1:"9";}, 2017-05-21 01:12:00
 post=a:0:{}, get=a:3:{s:6:"openid";s:28:"ojKm5wFNNDeDMLXBD3-fJcHHTvfY";s:4:"sign";s:32:"e6905996fd31f7d0c07100a3fcb485e1";s:7:"game_id";s:1:"9";}, 2017-05-21 01:12:37
 post=a:0:{}, get=a:3:{s:6:"openid";s:28:"ojKm5wDKJ3Y_UFp82AA5fXLtiZUU";s:4:"sign";s:32:"8dab549f6d651b067e0515be80e9bdf5";s:7:"game_id";s:1:"9";}, 2017-05-21 01:16:01
 post=a:0:{}, get=a:3:{s:6:"openid";s:28:"ojKm5wNMEllNNRzzd87xO7yWWGRw";s:4:"sign";s:32:"2f946387ebd5ffa5d88041c23bbc101e";s:7:"game_id";s:1:"9";}, 2017-05-21 01:29:54
