 post=a:0:{}, get=a:3:{s:6:"openid";s:32:"1B4A9F9F79447C83731DBA33DC5D8B50";s:4:"sign";s:32:"4b056a693134b0df153a0731f757c80a";s:7:"game_id";s:1:"9";}, 2017-05-28 00:09:28
 post=a:0:{}, get=a:3:{s:6:"openid";s:32:"AA9A536B57201578A7935913ABCE879E";s:4:"sign";s:32:"5289ee366665c8e49eeae09f75fc8259";s:7:"game_id";s:1:"9";}, 2017-05-28 00:16:40
 post=a:0:{}, get=a:3:{s:6:"openid";s:32:"610BF385BDBB927D5D9E241DE71DE2AF";s:4:"sign";s:32:"7658bd98c795fc6314f4e6563b2afbb4";s:7:"game_id";s:1:"9";}, 2017-05-28 00:20:26
 post=a:0:{}, get=a:3:{s:6:"openid";s:32:"8EBB03C0609BA72DDA6BE3B83A63EBBE";s:4:"sign";s:32:"4754234ec4140ae425c6d25f74ae4894";s:7:"game_id";s:1:"9";}, 2017-05-28 00:23:16
 post=a:0:{}, get=a:3:{s:6:"openid";s:32:"18E0EF74D430C2645FA575137D16E49F";s:4:"sign";s:32:"2c8404304b8fa4fa67e317507dcd3498";s:7:"game_id";s:1:"9";}, 2017-05-28 00:24:30
 post=a:0:{}, get=a:3:{s:6:"openid";s:32:"1CD14D81EBFED62D11169D584C35FE88";s:4:"sign";s:32:"3cfec499516ef490d492ecf39160b52e";s:7:"game_id";s:1:"9";}, 2017-05-28 00:28:01
 post=a:0:{}, get=a:3:{s:6:"openid";s:32:"1594582698F88CD5F7E952D23FC57547";s:4:"sign";s:32:"18ea51c3f0621928afe9cc8bc1173029";s:7:"game_id";s:1:"9";}, 2017-05-28 00:42:14
 post=a:0:{}, get=a:3:{s:6:"openid";s:32:"FDBE143360940CA666D72DB7AC49F862";s:4:"sign";s:32:"9bb718d49dc2fd6c9c8e26ee68ddbb96";s:7:"game_id";s:1:"9";}, 2017-05-28 00:54:47
 post=a:0:{}, get=a:3:{s:6:"openid";s:32:"FDBE143360940CA666D72DB7AC49F862";s:4:"sign";s:32:"9bb718d49dc2fd6c9c8e26ee68ddbb96";s:7:"game_id";s:1:"9";}, 2017-05-28 00:59:11
 post=a:0:{}, get=a:3:{s:6:"openid";s:32:"30229D484423121AC84E5474B7E62049";s:4:"sign";s:32:"8547061c6f5b55f7ad5d98cb1479395e";s:7:"game_id";s:1:"9";}, 2017-05-28 01:11:35
 post=a:0:{}, get=a:3:{s:6:"openid";s:32:"4D9C1728FCB92080E2F8BB2F49AF1FC5";s:4:"sign";s:32:"7114b4268eb324abf2a2a7537d33e41f";s:7:"game_id";s:1:"9";}, 2017-05-28 01:13:37
 post=a:0:{}, get=a:3:{s:6:"openid";s:32:"4D9C1728FCB92080E2F8BB2F49AF1FC5";s:4:"sign";s:32:"7114b4268eb324abf2a2a7537d33e41f";s:7:"game_id";s:1:"9";}, 2017-05-28 01:14:11
 post=a:0:{}, get=a:3:{s:6:"openid";s:32:"409D77364788B399126A89D1CA6CF3D3";s:4:"sign";s:32:"6889a65f1cc49cfd3feecbbd0085224c";s:7:"game_id";s:1:"9";}, 2017-05-28 01:21:56
 post=a:0:{}, get=a:3:{s:6:"openid";s:32:"1CD14D81EBFED62D11169D584C35FE88";s:4:"sign";s:32:"3cfec499516ef490d492ecf39160b52e";s:7:"game_id";s:1:"9";}, 2017-05-28 01:30:19
 post=a:0:{}, get=a:3:{s:6:"openid";s:32:"1CD14D81EBFED62D11169D584C35FE88";s:4:"sign";s:32:"3cfec499516ef490d492ecf39160b52e";s:7:"game_id";s:1:"9";}, 2017-05-28 01:31:17
 post=a:0:{}, get=a:3:{s:6:"openid";s:32:"F0AB6E6CBDE3B762E7968415FB07B0B2";s:4:"sign";s:32:"3cedabb80d4010a2a635aec7f94f0caf";s:7:"game_id";s:1:"9";}, 2017-05-28 01:47:47
 post=a:0:{}, get=a:3:{s:6:"openid";s:32:"DE6CDC9CC0075EDEE5503A05AFD89E0D";s:4:"sign";s:32:"9062736c4f287b3a2335e77ed52c58d0";s:7:"game_id";s:1:"9";}, 2017-05-28 01:55:36
 post=a:0:{}, get=a:3:{s:6:"openid";s:32:"01898C852DAD46B9D39B7B76E7618924";s:4:"sign";s:32:"efa45f6de24520a7e68eba9e4c29cac4";s:7:"game_id";s:1:"9";}, 2017-05-28 02:16:53
 post=a:0:{}, get=a:3:{s:6:"openid";s:32:"8C7E952C41D7AD8F999C95E6D33BA4BB";s:4:"sign";s:32:"3392797d026d9b110be5b31e3356cf7d";s:7:"game_id";s:1:"9";}, 2017-05-28 02:22:45
 post=a:0:{}, get=a:3:{s:6:"openid";s:32:"5C28A95069067D16D920B907F7D5A296";s:4:"sign";s:32:"1751893eb69bd1519e1170134dd80a84";s:7:"game_id";s:1:"9";}, 2017-05-28 02:25:04
 post=a:0:{}, get=a:3:{s:6:"openid";s:32:"2FA949B75981CAF74343DADA17AD67F1";s:4:"sign";s:32:"ff5e82f74031aa880770b2f300a7766e";s:7:"game_id";s:1:"9";}, 2017-05-28 02:31:33
 post=a:0:{}, get=a:3:{s:6:"openid";s:32:"1E1EB2F74960279C72C7F81C57B5B37A";s:4:"sign";s:32:"064133d5409e97592c53a1d9946efe3c";s:7:"game_id";s:1:"9";}, 2017-05-28 02:33:30
 post=a:0:{}, get=a:3:{s:6:"openid";s:32:"7D5E12A666B257E606FCF91A84650F44";s:4:"sign";s:32:"a09efbc44377c1fa14884772f259ebec";s:7:"game_id";s:1:"9";}, 2017-05-28 03:17:58
 post=a:0:{}, get=a:3:{s:6:"openid";s:32:"94E9FA3E1EA3FF3A40CAE30056D17BD5";s:4:"sign";s:32:"6831667d9d199fdf8d620297b5970ca6";s:7:"game_id";s:1:"9";}, 2017-05-28 03:51:30
 post=a:0:{}, get=a:3:{s:6:"openid";s:32:"94E9FA3E1EA3FF3A40CAE30056D17BD5";s:4:"sign";s:32:"6831667d9d199fdf8d620297b5970ca6";s:7:"game_id";s:1:"9";}, 2017-05-28 03:53:22
 post=a:0:{}, get=a:3:{s:6:"openid";s:32:"A2A40BD06DFA474CF199E700CCCB2DA9";s:4:"sign";s:32:"c98113888ab597bb9c7686450346024a";s:7:"game_id";s:1:"9";}, 2017-05-28 03:55:45
 post=a:0:{}, get=a:3:{s:6:"openid";s:32:"94E9FA3E1EA3FF3A40CAE30056D17BD5";s:4:"sign";s:32:"6831667d9d199fdf8d620297b5970ca6";s:7:"game_id";s:1:"9";}, 2017-05-28 04:14:31
 post=a:0:{}, get=a:3:{s:6:"openid";s:32:"5848473DC433FCB4EC7944F98C2880E6";s:4:"sign";s:32:"5b049717063ff45a7b2344b92fd11640";s:7:"game_id";s:1:"9";}, 2017-05-28 04:27:35
 post=a:0:{}, get=a:3:{s:6:"openid";s:32:"102106F3DBA126B0B8876D5553D53E9A";s:4:"sign";s:32:"1f5e1ed5aa7a5f0f187ae2ef60a10c38";s:7:"game_id";s:1:"9";}, 2017-05-28 04:56:55
 post=a:0:{}, get=a:3:{s:6:"openid";s:32:"B0E0F948EC820273CE83A1656D0ACD26";s:4:"sign";s:32:"58672e80f5536a95ea22b644722426c0";s:7:"game_id";s:1:"9";}, 2017-05-28 05:15:45
 post=a:0:{}, get=a:3:{s:6:"openid";s:32:"FB5CE6DF87531ACC746F17C87EDD7C46";s:4:"sign";s:32:"2442bc51891220e12da6dc448fbaf01d";s:7:"game_id";s:1:"9";}, 2017-05-28 05:27:20
