post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"eb8c348391f7042db22fe1c926c473a4";s:8:"username";s:41:"eb62a1e4-02f1-3602-b2e4-c851c52c8b1b@u591";}, 2017-05-18 00:00:41
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"0a95124cb7ff96fee643c6fce828945f";s:8:"username";s:41:"3b88d815-c601-3f8a-b114-327379455b97@u591";}, 2017-05-18 00:00:56
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"5bad982b5b37fca5a61bb2c2ee36785c";s:8:"username";s:35:"8C7E952C41D7AD8F999C95E6D33BA4BB@qq";}, 2017-05-18 00:00:57
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"9646fc9125a220be7dfd920808449077";s:8:"username";s:35:"36F9CF7F71A23B992BCEB134D50FD2DF@qq";}, 2017-05-18 00:04:28
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e14ea1c21afd78b2e1f2963c0609a6ae";s:8:"username";s:35:"FDBE143360940CA666D72DB7AC49F862@qq";}, 2017-05-18 00:07:12
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"d0c536780a027fe3ca230f0a0936adbd";s:8:"username";s:35:"ojKm5wLzBoCBcsFnf8IR8q2A-lG0@weixin";}, 2017-05-18 00:12:02
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"c8fa7d51e087da2cecd86dc2fe4480cc";s:8:"username";s:41:"1e2ce186-f62d-3cea-b6de-4f4d7197542b@u591";}, 2017-05-18 00:16:21
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"c8fa7d51e087da2cecd86dc2fe4480cc";s:8:"username";s:41:"1e2ce186-f62d-3cea-b6de-4f4d7197542b@u591";}, 2017-05-18 00:17:29
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e14ea1c21afd78b2e1f2963c0609a6ae";s:8:"username";s:35:"FDBE143360940CA666D72DB7AC49F862@qq";}, 2017-05-18 00:18:04
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e14ea1c21afd78b2e1f2963c0609a6ae";s:8:"username";s:35:"FDBE143360940CA666D72DB7AC49F862@qq";}, 2017-05-18 00:18:09
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"eb83faba3fd2e7232af3a6c2d8506724";s:8:"username";s:35:"ojKm5wCFnmHhOPcraSq8zs-UnLW0@weixin";}, 2017-05-18 00:18:39
