 post=a:0:{}, get=a:3:{s:6:"openid";s:28:"ojKm5wA-rfmxlmTbd4nqfKYrDNBA";s:4:"sign";s:32:"310311aca5788ab84a4fff69a7e39b0f";s:7:"game_id";s:1:"9";}, 2017-05-20 00:02:33
 post=a:0:{}, get=a:3:{s:6:"openid";s:28:"ojKm5wJmHGMSQtq44h53D5g9wH9o";s:4:"sign";s:32:"0439662d146a8314d3dce200fc689884";s:7:"game_id";s:1:"9";}, 2017-05-20 00:16:56
 post=a:0:{}, get=a:3:{s:6:"openid";s:28:"ojKm5wJmHGMSQtq44h53D5g9wH9o";s:4:"sign";s:32:"0439662d146a8314d3dce200fc689884";s:7:"game_id";s:1:"9";}, 2017-05-20 00:17:17
 post=a:0:{}, get=a:3:{s:6:"openid";s:28:"ojKm5wDGjR29palyDt-Jf88EhPK4";s:4:"sign";s:32:"1fc47d1da43b6a3ed364733437c5ffaf";s:7:"game_id";s:1:"9";}, 2017-05-20 00:22:10
 post=a:0:{}, get=a:3:{s:6:"openid";s:28:"ojKm5wJmHGMSQtq44h53D5g9wH9o";s:4:"sign";s:32:"0439662d146a8314d3dce200fc689884";s:7:"game_id";s:1:"9";}, 2017-05-20 00:23:59
 post=a:0:{}, get=a:3:{s:6:"openid";s:28:"ojKm5wJF24761math1CADEHvqVgo";s:4:"sign";s:32:"df79ba480f98a6ac38b7d109a6d6385e";s:7:"game_id";s:1:"9";}, 2017-05-20 00:33:39
 post=a:0:{}, get=a:3:{s:6:"openid";s:28:"ojKm5wI0tS6IGve87177zqSQE_Mw";s:4:"sign";s:32:"b957d13a40a7e29b86e899331f1567ac";s:7:"game_id";s:1:"9";}, 2017-05-20 00:38:14
 post=a:0:{}, get=a:3:{s:6:"openid";s:28:"ojKm5wNqLgB_-VeiPOFc2nD99CzY";s:4:"sign";s:32:"7e8d1ce5ab35da07507477f09945cb99";s:7:"game_id";s:1:"9";}, 2017-05-20 00:43:33
 post=a:0:{}, get=a:3:{s:6:"openid";s:28:"ojKm5wNtybmHAEPDwsmeOmUSy3-0";s:4:"sign";s:32:"217ae86da5871f8c29900b94014d60c0";s:7:"game_id";s:1:"9";}, 2017-05-20 00:44:13
 post=a:0:{}, get=a:3:{s:6:"openid";s:28:"ojKm5wEJD8pJ7CIl2PEUg4qTHLOI";s:4:"sign";s:32:"20b7b99566ee18c194a9561b6206bcb7";s:7:"game_id";s:1:"9";}, 2017-05-20 03:03:07
 post=a:0:{}, get=a:3:{s:6:"openid";s:28:"ojKm5wDKtb-sDDj-WfHa8UqvvARg";s:4:"sign";s:32:"14312256f52a2ded06de413d0ee13f06";s:7:"game_id";s:1:"9";}, 2017-05-20 05:01:26
 post=a:0:{}, get=a:3:{s:6:"openid";s:28:"ojKm5wNMEllNNRzzd87xO7yWWGRw";s:4:"sign";s:32:"2f946387ebd5ffa5d88041c23bbc101e";s:7:"game_id";s:1:"9";}, 2017-05-20 07:02:17
 post=a:0:{}, get=a:3:{s:6:"openid";s:28:"ojKm5wNMEllNNRzzd87xO7yWWGRw";s:4:"sign";s:32:"2f946387ebd5ffa5d88041c23bbc101e";s:7:"game_id";s:1:"9";}, 2017-05-20 07:04:27
 post=a:0:{}, get=a:3:{s:6:"openid";s:28:"ojKm5wNqLgB_-VeiPOFc2nD99CzY";s:4:"sign";s:32:"7e8d1ce5ab35da07507477f09945cb99";s:7:"game_id";s:1:"9";}, 2017-05-20 07:04:43
 post=a:0:{}, get=a:3:{s:6:"openid";s:28:"ojKm5wI0tS6IGve87177zqSQE_Mw";s:4:"sign";s:32:"b957d13a40a7e29b86e899331f1567ac";s:7:"game_id";s:1:"9";}, 2017-05-20 08:17:24
 post=a:0:{}, get=a:3:{s:6:"openid";s:28:"ojKm5wNtybmHAEPDwsmeOmUSy3-0";s:4:"sign";s:32:"217ae86da5871f8c29900b94014d60c0";s:7:"game_id";s:1:"9";}, 2017-05-20 08:35:21
 post=a:0:{}, get=a:3:{s:6:"openid";s:28:"ojKm5wEJD8pJ7CIl2PEUg4qTHLOI";s:4:"sign";s:32:"20b7b99566ee18c194a9561b6206bcb7";s:7:"game_id";s:1:"9";}, 2017-05-20 08:41:25
 post=a:0:{}, get=a:3:{s:6:"openid";s:28:"ojKm5wLVF53nF1-kLEJUa_idgPzk";s:4:"sign";s:32:"7d382b62eaf5a8b720fae09661d6c64e";s:7:"game_id";s:1:"9";}, 2017-05-20 09:01:22
