
2014-05-28 12:05:37|OK|Insert Into sum_rmbused|rowCount=8
2014-05-28 12:06:52|OK|Insert Into sum_rmbused|rowCount=8
2014-05-28 13:28:04|FAIL|Insert Into sum_rmbused|MSG=0
2014-05-28 13:44:31|OK|Insert Into sum_rmbused|rowCount=8
2014-05-28 13:45:53|OK|Insert Into sum_rmbused|rowCount=12
2014-05-28 13:46:11|OK|Insert Into sum_rmbused|rowCount=12
2014-05-28 13:54:57|OK|Insert Into sum_rmbused|rowCount=7
2014-05-28 14:04:24|OK|Insert Into sum_rmbused|rowCount=7
2014-05-28 14:05:15|OK|Insert Into sum_rmbused|rowCount=8
2014-05-28 14:05:23|OK|Insert Into sum_rmbused|rowCount=12
2014-05-28 14:05:32|OK|Insert Into sum_rmbused|rowCount=7
2014-05-28 14:20:14|OK|Insert Into sum_rmbused|rowCount=8
2014-05-28 14:20:25|OK|Insert Into sum_rmbused|rowCount=14
2014-05-28 14:20:34|OK|Insert Into sum_rmbused|rowCount=12
2014-05-28 14:20:43|OK|Insert Into sum_rmbused|rowCount=7
2014-05-28 14:32:18|OK|Insert Into sum_rmbused|rowCount=8
2014-05-28 14:32:42|OK|Insert Into sum_rmbused|rowCount=12
2014-05-28 14:32:53|OK|Insert Into sum_rmbused|rowCount=12
2014-05-28 14:33:37|OK|Insert Into sum_rmbused|rowCount=7
2014-05-28 14:34:02|OK|Insert Into sum_rmbused|rowCount=8
2014-05-28 14:34:25|OK|Insert Into sum_rmbused|rowCount=14
2014-05-28 14:34:38|OK|Insert Into sum_rmbused|rowCount=7
2014-05-28 14:35:18|OK|Insert Into sum_rmbused|rowCount=12
2014-05-28 16:46:00|OK|Insert Into sum_rmbused|rowCount=8
2014-05-28 16:46:13|OK|Insert Into sum_rmbused|rowCount=14
2014-05-28 16:46:17|OK|Insert Into sum_rmbused|rowCount=7
2014-05-28 16:46:20|OK|Insert Into sum_rmbused|rowCount=12
2014-05-29 11:02:55|OK|Insert Into sum_market_pay|rowCount=301
2014-05-29 11:03:05|OK|Insert Into sum_market_pay|rowCount=528
2014-05-29 11:03:10|OK|Insert Into sum_market_pay|rowCount=751
2014-05-29 11:03:14|OK|Insert Into sum_market_pay|rowCount=994
2014-05-29 11:03:19|OK|Insert Into sum_market_pay|rowCount=1116
2014-05-29 11:03:26|OK|Insert Into sum_market_pay|rowCount=1230
2014-05-29 11:03:46|OK|Insert Into sum_market_pay|rowCount=1339
2014-05-29 11:04:02|OK|Insert Into sum_market_pay|rowCount=1466
2014-05-29 11:04:12|OK|Insert Into sum_market_pay|rowCount=1579
2014-05-29 11:11:32|OK|Insert Into sum_market_pay|rowCount=1683|Time Used 7265.3 mics
2014-05-29 11:12:50|OK|Insert Into sum_market_pay|rowCount=1785|Time Used 8361.2 mics
2014-05-29 11:13:30|OK|Insert Into sum_market_pay|rowCount=1859|Time Used 8431.8 mics
2014-05-29 11:13:42|OK|Insert Into sum_market_pay|rowCount=1951|Time Used 9348.6 mics
2014-05-29 11:14:03|OK|Insert Into sum_market_pay|rowCount=2002|Time Used 11358.4 mics
2014-05-29 11:14:59|OK|Insert Into sum_market_pay|rowCount=2141|Time Used 11575 mics
2014-05-29 11:15:12|OK|Insert Into sum_market_pay|rowCount=2214|Time Used 12599.8 mics
2014-05-29 11:15:26|OK|Insert Into sum_market_pay|rowCount=2351|Time Used 14202.6 mics
2014-05-29 11:15:44|OK|Insert Into sum_market_pay|rowCount=2563|Time Used 17739.6 mics
2014-05-29 11:16:02|OK|Insert Into sum_market_pay|rowCount=2631|Time Used 18051.8 mics
2014-05-29 11:16:20|OK|Insert Into sum_market_pay|rowCount=2631|Time Used 17957.3 mics
2014-05-29 11:16:38|OK|Insert Into sum_market_pay|rowCount=2631|Time Used 18131.1 mics
2014-05-29 11:16:57|OK|Insert Into sum_market_pay|rowCount=2631|Time Used 19261.1 mics
2014-05-29 11:17:17|OK|Insert Into sum_market_pay|rowCount=2631|Time Used 19999.5 mics
2014-05-29 11:18:34|OK|Insert Into sum_market_pay|rowCount=2691|Time Used 23561.7 mics
2014-05-29 11:19:02|OK|Insert Into sum_market_pay|rowCount=2796|Time Used 27670.9 mics
2014-05-29 11:19:33|OK|Insert Into sum_market_pay|rowCount=2937|Time Used 31238.8 mics
2014-05-29 11:20:09|OK|Insert Into sum_market_pay|rowCount=3380|Time Used 35321.5 mics
2014-05-29 11:20:51|OK|Insert Into sum_market_pay|rowCount=3903|Time Used 42176.5 mics
2014-05-29 11:21:40|OK|Insert Into sum_market_pay|rowCount=4226|Time Used 49637.5 mics
2014-05-29 11:22:39|OK|Insert Into sum_market_pay|rowCount=4498|Time Used 58646.7 mics
2014-05-29 11:23:46|OK|Insert Into sum_market_pay|rowCount=4613|Time Used 67392.8 mics
2014-05-29 11:24:53|OK|Insert Into sum_market_pay|rowCount=4613|Time Used 66709.5 mics
2014-05-29 15:39:12|OK|Insert Into sum_market_pay|rowCount=384|Time Used 283.3 mics
2014-05-29 15:39:12|OK|Insert Into sum_market_pay|rowCount=435|Time Used 341.9 mics
2014-05-29 15:39:12|OK|Insert Into sum_market_pay|rowCount=342|Time Used 205.3 mics
2014-05-29 15:39:13|OK|Insert Into sum_market_pay|rowCount=646|Time Used 799.3 mics
2014-05-29 15:39:14|OK|Insert Into sum_market_pay|rowCount=417|Time Used 305.2 mics
2014-05-29 15:39:14|OK|Insert Into sum_market_pay|rowCount=448|Time Used 366.1 mics
2014-05-29 15:39:14|OK|Insert Into sum_market_pay|rowCount=404|Time Used 311.7 mics
2014-05-29 15:39:14|FAIL|Insert Into sum_market_pay|MSG=0
2014-05-29 15:39:14|FAIL|Insert Into sum_market_pay|MSG=0
2014-05-29 15:40:59|OK|Insert Into sum_market_pay|rowCount=646|Time Used 820 mics
2014-05-29 15:41:00|OK|Insert Into sum_market_pay|rowCount=543|Time Used 540.2 mics
2014-05-29 15:41:00|OK|Insert Into sum_market_pay|rowCount=417|Time Used 302.3 mics
2014-05-29 15:41:01|OK|Insert Into sum_market_pay|rowCount=475|Time Used 475.1 mics
2014-05-29 15:41:01|OK|Insert Into sum_market_pay|rowCount=442|Time Used 342.8 mics
2014-05-29 15:41:01|OK|Insert Into sum_market_pay|rowCount=384|Time Used 277.6 mics
2014-05-29 15:41:14|OK|Insert Into sum_market_pay|rowCount=509|Time Used 439.8 mics
2014-05-29 15:41:14|OK|Insert Into sum_market_pay|rowCount=478|Time Used 378.7 mics
2014-05-29 15:41:14|OK|Insert Into sum_market_pay|rowCount=492|Time Used 432.1 mics
2014-05-29 15:41:15|OK|Insert Into sum_market_pay|rowCount=408|Time Used 285 mics
2014-05-29 15:41:24|OK|Insert Into sum_market_pay|rowCount=413|Time Used 306.6 mics
2014-05-29 15:41:25|OK|Insert Into sum_market_pay|rowCount=369|Time Used 236 mics
2014-05-29 15:41:25|OK|Insert Into sum_market_pay|rowCount=385|Time Used 441.4 mics
2014-05-29 15:41:26|OK|Insert Into sum_market_pay|rowCount=452|Time Used 354.9 mics
2014-05-29 15:41:26|OK|Insert Into sum_market_pay|rowCount=363|Time Used 223.2 mics
2014-05-29 15:41:26|OK|Insert Into sum_market_pay|rowCount=323|Time Used 182.2 mics
2014-05-29 15:41:26|OK|Insert Into sum_market_pay|rowCount=365|Time Used 433 mics
2014-05-29 15:41:54|OK|Insert Into sum_market_pay|rowCount=413|Time Used 289.6 mics
2014-05-29 15:41:54|OK|Insert Into sum_market_pay|rowCount=369|Time Used 222.7 mics
2014-05-29 15:41:54|OK|Insert Into sum_market_pay|rowCount=385|Time Used 247.3 mics
2014-05-29 15:41:55|OK|Insert Into sum_market_pay|rowCount=452|Time Used 343.4 mics
2014-05-29 15:41:55|OK|Insert Into sum_market_pay|rowCount=363|Time Used 218.4 mics
2014-05-29 15:41:55|OK|Insert Into sum_market_pay|rowCount=323|Time Used 175.6 mics
2014-05-29 15:41:55|OK|Insert Into sum_market_pay|rowCount=365|Time Used 216.7 mics
2014-05-29 15:42:29|OK|Insert Into sum_market_pay|rowCount=413|Time Used 291.7 mics
2014-05-29 15:42:30|OK|Insert Into sum_market_pay|rowCount=369|Time Used 229.6 mics
2014-05-29 15:42:30|OK|Insert Into sum_market_pay|rowCount=385|Time Used 256.8 mics
2014-05-29 15:42:30|OK|Insert Into sum_market_pay|rowCount=452|Time Used 347.5 mics
2014-05-29 15:42:30|OK|Insert Into sum_market_pay|rowCount=363|Time Used 225.1 mics
2014-05-29 15:42:31|OK|Insert Into sum_market_pay|rowCount=323|Time Used 183.9 mics
2014-05-29 15:42:31|OK|Insert Into sum_market_pay|rowCount=365|Time Used 230.7 mics
2014-05-29 15:44:22|OK|Insert Into sum_market_pay|rowCount=367|Time Used 225.8 mics
2014-05-29 15:44:22|OK|Insert Into sum_market_pay|rowCount=385|Time Used 247.7 mics
2014-05-29 15:44:22|OK|Insert Into sum_market_pay|rowCount=481|Time Used 397.1 mics
2014-05-29 15:44:23|OK|Insert Into sum_market_pay|rowCount=423|Time Used 297.2 mics
2014-05-29 15:44:23|OK|Insert Into sum_market_pay|rowCount=400|Time Used 265.6 mics
2014-05-29 15:44:23|OK|Insert Into sum_market_pay|rowCount=452|Time Used 342 mics
2014-05-29 15:44:23|OK|Insert Into sum_market_pay|rowCount=426|Time Used 294.6 mics
2014-05-29 15:44:24|OK|Insert Into sum_market_pay|rowCount=437|Time Used 316.4 mics
2014-05-29 15:44:24|OK|Insert Into sum_market_pay|rowCount=324|Time Used 181 mics
2014-05-29 15:45:04|OK|Insert Into sum_market_pay|rowCount=342|Time Used 201.6 mics
2014-05-29 15:45:04|OK|Insert Into sum_market_pay|rowCount=304|Time Used 170.3 mics
