post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"28c21fbd14a139ce86b96940a79dbd6c";s:8:"username";s:15:"1477530493@u591";}, 2016-10-27 09:09:48
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"0f9aad7bdc4bb5c874abcf6913a34bbf";s:8:"username";s:15:"1477530727@u591";}, 2016-10-27 09:13:40
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"c6a8a5ec2a56e91a58d6c1772f696275";s:8:"username";s:15:"1477530853@u591";}, 2016-10-27 09:15:46
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"f38c4f60b73a814e42d9bf777334a1ca";s:8:"username";s:15:"1477531839@u591";}, 2016-10-27 09:32:12
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"95d9de1ca05c5c1e393221d3a71bd1be";s:8:"username";s:15:"1477532049@u591";}, 2016-10-27 09:35:42
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"740e80232f1d0c635bd6a6c4ad80b56d";s:8:"username";s:15:"1477532560@u591";}, 2016-10-27 09:44:15
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"9db3c2ce450432c9695d7547401ec4bf";s:8:"username";s:15:"1477532927@u591";}, 2016-10-27 09:50:21
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"3af962ebe267034168dcf5f845237fbe";s:8:"username";s:15:"1477533340@u591";}, 2016-10-27 09:57:13
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"3af962ebe267034168dcf5f845237fbe";s:8:"username";s:15:"1477533340@u591";}, 2016-10-27 09:58:13
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"585a57d7ef22cdb8247d4e52a150f3ce";s:8:"username";s:15:"1477533557@u591";}, 2016-10-27 10:00:50
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"0e0f6849c4d6409e4da5b49e649e64bc";s:8:"username";s:15:"1477534098@u591";}, 2016-10-27 10:09:51
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"5aeee7a52c547855ed6c4ee2b434cdc4";s:8:"username";s:15:"1477535222@u591";}, 2016-10-27 10:27:20
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"ef68c0c35843dc741bda38d1df30f5de";s:8:"username";s:15:"1477536680@u591";}, 2016-10-27 10:52:56
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"a7466e4a8a32c62b80cc18fe0aee78b1";s:8:"username";s:15:"1477536872@u591";}, 2016-10-27 10:56:05
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"8444454d0ded4f85e66a57ad8b2d87ae";s:8:"username";s:15:"1477537017@u591";}, 2016-10-27 10:58:30
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"c1a994a5db60973535862d45064397da";s:8:"username";s:15:"1477537223@u591";}, 2016-10-27 11:01:56
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"0eccaf46f91267670f8215b0bcda136b";s:8:"username";s:17:"14488b0693a1@u591";}, 2016-10-27 11:41:24
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"07f9a480f902502caef48b4c48bad44a";s:8:"username";s:15:"1477539623@u591";}, 2016-10-27 11:41:56
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"1d1b371cd1814546ed00f878217e8b3f";s:8:"username";s:15:"1477539710@u591";}, 2016-10-27 11:43:23
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"c9ca2391438de6c925877afb8cf5d79e";s:8:"username";s:41:"5DD12CAE-EB0D-4F79-A10F-D9FBC439EB96@u591";}, 2016-10-27 11:54:12
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"c9ca2391438de6c925877afb8cf5d79e";s:8:"username";s:41:"5DD12CAE-EB0D-4F79-A10F-D9FBC439EB96@u591";}, 2016-10-27 12:01:27
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"0eccaf46f91267670f8215b0bcda136b";s:8:"username";s:17:"14488b0693a1@u591";}, 2016-10-27 13:38:00
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"0eccaf46f91267670f8215b0bcda136b";s:8:"username";s:17:"14488b0693a1@u591";}, 2016-10-27 13:39:12
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"0eccaf46f91267670f8215b0bcda136b";s:8:"username";s:17:"14488b0693a1@u591";}, 2016-10-27 13:39:52
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"c9ca2391438de6c925877afb8cf5d79e";s:8:"username";s:41:"5DD12CAE-EB0D-4F79-A10F-D9FBC439EB96@u591";}, 2016-10-27 13:44:29
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"ed6170a737a6199a62a7de86985d6725";s:8:"username";s:15:"1477548157@u591";}, 2016-10-27 14:02:56
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"c9ca2391438de6c925877afb8cf5d79e";s:8:"username";s:41:"5DD12CAE-EB0D-4F79-A10F-D9FBC439EB96@u591";}, 2016-10-27 14:41:34
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"4965e11f5b1e48c593cb27dc16b844fb";s:8:"username";s:15:"1477552343@u591";}, 2016-10-27 15:12:27
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"4965e11f5b1e48c593cb27dc16b844fb";s:8:"username";s:15:"1477552343@u591";}, 2016-10-27 15:17:20
