post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"662b546ba0697d6adc3421e1fb0d7d9c";s:8:"username";s:15:"1483493266@u591";}, 2017-01-04 09:27:51
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"71c01fa97a1d1edecc0922817ec14521";s:8:"username";s:15:"1483493703@u591";}, 2017-01-04 09:35:06
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"12e89fa10d66fcc3f9c1466c46bb3897";s:8:"username";s:15:"1483495247@u591";}, 2017-01-04 10:00:49
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"7b0edc3b81931331407d2b3977574ce2";s:8:"username";s:15:"1483496473@u591";}, 2017-01-04 10:21:15
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"3198dae89d6ece5466d8c8fdf182f252";s:8:"username";s:15:"1483496839@u591";}, 2017-01-04 10:27:22
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"6abbf907c511477517147483b2bf4137";s:8:"username";s:15:"1483498225@u591";}, 2017-01-04 10:50:28
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"b3b7147aa385346cd9f7a0cdbd61a0f1";s:8:"username";s:15:"1483498770@u591";}, 2017-01-04 11:02:04
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"d5a649261a216ee8b70d21dcbad9df44";s:8:"username";s:15:"1483499188@u591";}, 2017-01-04 11:06:30
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"0b1b1eea802ae2f9096222c253ff5a89";s:8:"username";s:15:"1483499330@u591";}, 2017-01-04 11:08:53
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"0b1b1eea802ae2f9096222c253ff5a89";s:8:"username";s:15:"1483499330@u591";}, 2017-01-04 11:09:53
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"643b72d8bfa065e5b709a3af10512384";s:8:"username";s:15:"1483499397@u591";}, 2017-01-04 11:09:59
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"9dd0216f3e0ff5a7a4723d854adccfdb";s:8:"username";s:15:"1483499675@u591";}, 2017-01-04 11:14:37
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"318bbf0009291df3c2bf68e453ce4042";s:8:"username";s:15:"1483499810@u591";}, 2017-01-04 11:19:27
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"8d7359d5f039a163fb729518c87abddb";s:8:"username";s:15:"1483499981@u591";}, 2017-01-04 11:22:16
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"6c7649286cea6997a21951cf0e56fe3c";s:8:"username";s:15:"1483500120@u591";}, 2017-01-04 11:24:34
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"01ce6ff21385be766ed145ae5091df8c";s:8:"username";s:15:"1483500695@u591";}, 2017-01-04 11:31:37
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"5b23ba217f502cac79a37b579c934a30";s:8:"username";s:15:"1483501301@u591";}, 2017-01-04 11:41:43
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"b13c3e19aff94e57e0a26495ad4cfe97";s:8:"username";s:15:"1483502234@u591";}, 2017-01-04 11:57:16
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"d82252e3237b7fbdfd3e6a57360656e9";s:8:"username";s:15:"1483502380@u591";}, 2017-01-04 11:59:42
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"a5de84dce07eee949145159faf41f48b";s:8:"username";s:35:"F95DCAFA37B07EA239F4DBC03D973606@qq";}, 2017-01-04 15:38:45
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"a5de84dce07eee949145159faf41f48b";s:8:"username";s:35:"F95DCAFA37B07EA239F4DBC03D973606@qq";}, 2017-01-04 16:37:21
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"a5de84dce07eee949145159faf41f48b";s:8:"username";s:35:"F95DCAFA37B07EA239F4DBC03D973606@qq";}, 2017-01-04 16:52:36
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"2857ba26bb612157ce5d87677f40e3d2";s:8:"username";s:15:"1483520953@u591";}, 2017-01-04 17:09:18
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"f7015e008e5c25e77bb70487725394de";s:8:"username";s:15:"1483529386@u591";}, 2017-01-04 19:32:25
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"d2d76c0ac4806e0e77d80e52e26e4480";s:8:"username";s:15:"1483529638@u591";}, 2017-01-04 19:36:32
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"fe90e2cabd34bcdcbf8327bebc4e6ef4";s:8:"username";s:15:"1483530330@u591";}, 2017-01-04 19:48:03
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"fe90e2cabd34bcdcbf8327bebc4e6ef4";s:8:"username";s:15:"1483530330@u591";}, 2017-01-04 19:58:45
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"fe90e2cabd34bcdcbf8327bebc4e6ef4";s:8:"username";s:15:"1483530330@u591";}, 2017-01-04 19:59:05
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"fe90e2cabd34bcdcbf8327bebc4e6ef4";s:8:"username";s:15:"1483530330@u591";}, 2017-01-04 19:59:26
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"fe90e2cabd34bcdcbf8327bebc4e6ef4";s:8:"username";s:15:"1483530330@u591";}, 2017-01-04 19:59:48
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"fe90e2cabd34bcdcbf8327bebc4e6ef4";s:8:"username";s:15:"1483530330@u591";}, 2017-01-04 20:00:10
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"fe90e2cabd34bcdcbf8327bebc4e6ef4";s:8:"username";s:15:"1483530330@u591";}, 2017-01-04 20:00:32
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"fe90e2cabd34bcdcbf8327bebc4e6ef4";s:8:"username";s:15:"1483530330@u591";}, 2017-01-04 20:00:54
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"fe90e2cabd34bcdcbf8327bebc4e6ef4";s:8:"username";s:15:"1483530330@u591";}, 2017-01-04 20:01:16
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"fe90e2cabd34bcdcbf8327bebc4e6ef4";s:8:"username";s:15:"1483530330@u591";}, 2017-01-04 20:01:41
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"fe90e2cabd34bcdcbf8327bebc4e6ef4";s:8:"username";s:15:"1483530330@u591";}, 2017-01-04 20:02:00
